Rot.No.	 yy  	mm    day   	  Date    	Julian date
  1837  	1990 	12  19.2832 	1990.96516	2448244.78317
  1838  	1991 	 1  15.6159 	1991.04004	2448272.11593
  1839  	1991 	 2  11.9577 	1991.11495	2448299.45769
  1840  	1991 	 3  11.2893 	1991.18983	2448326.78931
  1841  	1991 	 4   7.5889 	1991.26463	2448354.08890
  1842  	1991 	 5   4.8445 	1991.33930	2448381.34455
  1843  	1991 	 6   1.0619 	1991.41387	2448408.56188
  1844  	1991 	 6  28.2606 	1991.48839	2448435.76054
  1845  	1991 	 7  25.4644 	1991.56292	2448462.96439
  1846  	1991 	 8  21.6914 	1991.63751	2448490.19141
  1847  	1991 	 9  17.9480 	1991.71219	2448517.44794
  1848  	1991 	10  15.2296 	1991.78693	2448544.72961
  1849  	1991 	11  11.5289 	1991.86172	2448572.02887
  1850  	1991 	12   8.8424 	1991.93655	2448572.02887
  1851  	1992 	 1   5.1697 	1992.01139	2448626.66971
  1852  	1992 	 2   1.5100 	1992.08609	2448654.01002
  1853  	1992 	 2  28.8483 	1992.16079	2448681.34833
  1854  	1992 	 3  27.1627 	1992.23542	2448708.66266
  1855  	1992 	 4  23.4357 	1992.30993	2448735.93572
  1856  	1992 	 5  20.6661 	1992.38433	2448763.16615
  1857  	1992 	 6  16.8691 	1992.45866	2448790.36912
  1858  	1992 	 7  14.0682 	1992.53297	2448817.56816
  1859  	1992 	 8  10.2846 	1992.60733	2448844.78461
  1860  	1992 	 9   6.5296 	1992.68177	2448872.02964
  1861  	1992 	10   3.8024 	1992.75629	2448899.30243
  1862  	1992 	10  31.0956 	1992.83086	2448926.59560
  1863  	1992 	11  27.4036 	1992.90547	2448953.90361
  1864  	1992 	12  24.7262 	1992.98013	2448981.22615
  1865  	1993 	 1  21.0617 	1993.05496	2449008.56171
  1866  	1993 	 2  17.4032 	1993.12987	2449035.90316
  1867  	1993 	 3  16.7295 	1993.20474	2449063.22949
  1868  	1993 	 4  13.0199 	1993.27951	2449090.51988
  1869  	1993 	 5  10.2660 	1993.35415	2449117.76601
  1870  	1993 	 6   6.4772 	1993.42870	2449144.97722
  1871  	1993 	 7   3.6750 	1993.50322	2449172.17502
  1872  	1993 	 7  30.8827 	1993.57776	2449199.38273
  1873  	1993 	 8  27.1161 	1993.65237	2449226.61613
  1874  	1993 	 9  23.3788 	1993.72707	2449253.87880
  1875  	1993 	10  20.6649 	1993.80182	2449281.16488
  1876  	1993 	11  16.9673 	1993.87662	2449308.46730
  1877  	1993 	12  14.2839 	1993.95146	2449335.78389
  1878  	1994 	 1  10.6143 	1994.02634	2449363.11428
  1879  	1994 	 2   6.9557 	1994.10125	2449390.45566
  1880  	1994 	 3   6.2906 	1994.17614	2449417.79065
  1881  	1994 	 4   2.5971 	1994.25095	2449445.09706
  1882  	1994 	 4  29.8604 	1994.32564	2449472.36041
  1883  	1994 	 5  27.0832 	1994.40023	2449499.58324
  1884  	1994 	 6  23.2834 	1994.47475	2449526.78340
  1885  	1994 	 7  20.4848 	1994.54927	2449553.98475
  1886  	1994 	 8  16.7069 	1994.62385	2449581.20691
  1887  	1994 	 9  12.9583 	1994.69852	2449608.45834
  1888  	1994 	10  10.2362 	1994.77325	2449635.73615
  1889  	1994 	11   6.5327 	1994.84803	2449663.03271
  1890  	1994 	12   3.8437 	1994.92286	2449690.34368
  1891  	1994 	12  31.1695 	1994.99772	2449717.66947
  1892  	1995 	 1  27.5074 	1995.07262	2449745.00735
  1893  	1995 	 2  23.8476 	1995.14753	2449772.34760
  1894  	1995 	 3  23.1678 	1995.22238	2449799.66784
  1895  	1995 	 4  19.4489 	1995.29712	2449826.94885
  1896  	1995 	 5  16.6861 	1995.37174	2449854.18615
  1897  	1995 	 6  12.8924 	1995.44628	2449854.18615
  1898  	1995 	 7  10.0903 	1995.52080	2449908.59034
  1899  	1995 	 8   6.3025 	1995.59535	2449935.80247
  1900  	1995 	 9   2.5421 	1995.66998	2449963.04208
  1901  	1995 	 9  29.8103 	1995.74469	2449990.31029
  1902  	1995 	10  27.1003 	1995.81945	2450017.60028
  1903  	1995 	11  23.4058 	1995.89426	2450044.90575
  1904  	1995 	12  20.7257 	1995.96911	2450072.22566
  1905  	1996 	 1  17.0592 	1996.04388	2450099.55919
  1906  	1996 	 2  13.4012 	1996.11858	2450126.90118
  1907  	1996 	 3  11.7320 	1996.19326	2450154.23201
  1908  	1996 	 4   8.0299 	1996.26784	2450181.52993
  1909  	1996 	 5   5.2837 	1996.34231	2450208.78368
  1910  	1996 	 6   1.4997 	1996.41667	2450235.99965
  1911  	1996 	 6  28.6979 	1996.49098	2450263.19794
  1912  	1996 	 7  25.9023 	1996.56531	2450290.40231
  1913  	1996 	 8  22.1305 	1996.63970	2450317.63045
  1914  	1996 	 9  18.3881 	1996.71418	2450344.88810
  1915  	1996 	10  15.6706 	1996.78872	2450372.17061
  1916  	1996 	11  11.9705 	1996.86331	2450399.47050
  1917  	1996 	12   9.2846 	1996.93794	2450426.78463
  1918  	1997 	 1   5.6126 	1997.01264	2450454.11264
  1919  	1997 	 2   1.9533 	1997.08754	2450481.45328
  1920  	1997 	 3   1.2911 	1997.16244	2450508.79109
  1921  	1997 	 3  28.6040 	1997.23727	2450536.10400
  1922  	1997 	 4  24.8752 	1997.31199	2450563.37522
  1923  	1997 	 5  22.1042 	1997.38659	2450590.60416
  1924  	1997 	 6  18.3065 	1997.46111	2450617.80653
  1925  	1997 	 7  15.5059 	1997.53563	2450645.00595
  1926  	1997 	 8  11.7234 	1997.61020	2450672.22344
  1927  	1997 	 9   7.9697 	1997.68485	2450699.46964
  1928  	1997 	10   5.2433 	1997.75957	2450726.74333
  1929  	1997 	11   1.5371 	1997.83435	2450754.03705
  1930  	1997 	11  28.8455 	1997.90917	2450781.34552
  1931  	1997 	12  26.1686 	1997.98402	2450808.66861
  1932  	1998 	 1  22.5047 	1998.05892	2450836.00466
  1933  	1998 	 2  18.8461 	1998.13382	2450863.34604
  1934  	1998 	 3  18.1714 	1998.20869	2450890.67144
  1935  	1998 	 4  14.4602 	1998.28345	2450917.96023
  1936  	1998 	 5  11.7048 	1998.35810	2450945.20479
  1937  	1998 	 6   7.9151 	1998.43264	2450972.41509
  1938  	1998 	 7   5.1129 	1998.50716	2450999.61289
  1939  	1998 	 8   1.3214 	1998.58170	2451026.82137
  1940  	1998 	 8  28.5558 	1998.65632	2451054.05580
  1941  	1998 	 9  24.8193 	1998.73101	2451081.31933
  1942  	1998 	10  22.1059 	1998.80577	2451108.60595
  1943  	1998 	11  18.4087 	1998.88057	2451135.90875
  1944  	1998 	12  15.7259 	1998.95541	2451163.22584
  1945  	1999 	 1  12.0569 	1999.03029	2451190.55687
  1946  	1999 	 2   8.3986 	1999.10520	2451217.89854
  1947  	1999 	 3   7.7330 	1999.18009	2451245.23302
  1948  	1999 	 4   4.0381 	1999.25490	2451272.53807
  1949  	1999 	 5   1.2997 	1999.32959	2451299.79973
  1950  	1999 	 5  28.5213 	1999.40417	2451327.02132
  1951  	1999 	 6  24.7211 	1999.47869	2451354.22108
  1952  	1999 	 7  21.9229 	1999.55321	2451381.42291
  1953  	1999 	 8  18.1461 	1999.62780	2451408.64610
  1954  	1999 	 9  14.3986 	1999.70246	2451408.64610
  1955  	1999 	10  11.6772 	1999.77720	2451463.17721
  1956  	1999 	11   7.9743 	1999.85198	2451463.17721
  1957  	1999 	12   5.2858 	1999.92681	2451517.78582
  1958  	2000 	 1   1.6112 	2000.00167	2451545.11118
  1959  	2000 	 1  28.9505 	2000.07637	2451572.45053
  1960  	2000 	 2  25.2905 	2000.15107	2451599.79044
  1961  	2000 	 3  23.6094 	2000.22571	2451627.10938
  1962  	2000 	 4  19.8886 	2000.30024	2451654.38855
  1963  	2000 	 5  17.1242 	2000.37466	2451681.62419
  1964  	2000 	 6  13.3296 	2000.44899	2451708.82961
  1965  	2000 	 7  10.5278 	2000.52330	2451736.02781
  1966  	2000 	 8   6.7410 	2000.59765	2451736.02781
  1967  	2000 	 9   2.9819 	2000.67208	2451790.48190
  1968  	2000 	 9  30.2512 	2000.74659	2451817.75122
  1969  	2000 	10  27.5419 	2000.82115	2451845.04194
  1970  	2000 	11  23.8480 	2000.89576	2451872.34795
  1971  	2000 	12  21.1684 	2000.97041	2451899.66840
  1972  	2001 	 1  17.5024 	2001.04521	2451927.00236
  1973  	2001 	 2  13.8442 	2001.12012	2451954.34421
  1974  	2001 	 3  13.1740 	2001.19500	2451981.67400
  1975  	2001 	 4   9.4702 	2001.26978	2452008.97017
  1976  	2001 	 5   6.7222 	2001.34444	2452036.22215
  1977  	2001 	 6   2.9371 	2001.41901	2452063.43705
  1978  	2001 	 6  30.1353 	2001.49352	2452090.63529
  1979  	2001 	 7  27.3406 	2001.56806	2452117.84057
  1980  	2001 	 8  23.5700 	2001.64266	2452145.07003
  1981  	2001 	 9  19.8289 	2001.71734	2452172.32890
  1982  	2001 	10  17.1122 	2001.79209	2452199.61220
  1983  	2001 	11  13.4126 	2001.86688	2452226.91255
  1984  	2001 	12  10.7271 	2001.94172	2452226.91255
  1985  	2002 	 1   7.0555 	2002.01659	2452281.55551
  1986  	2002 	 2   3.3963 	2002.09150	2452308.89625
  1987  	2002 	 3   2.7334 	2002.16639	2452336.23341
  1988  	2002 	 3  30.0449 	2002.24122	2452363.54485
  1989  	2002 	 4  26.3143 	2002.31593	2452390.81428
  1990  	2002 	 5  23.5419 	2002.39053	2452418.04185
  1991  	2002 	 6  19.7438 	2002.46505	2452445.24376
  1992  	2002 	 7  16.9437 	2002.53957	2452472.44370
  1993  	2002 	 8  13.1624 	2002.61414	2452499.66236
  1994  	2002 	 9   9.4098 	2002.68879	2452526.90985
  1995  	2002 	10   6.6845 	2002.76352	2452554.18450
  1996  	2002 	11   2.9789 	2002.83830	2452581.47884
  1997  	2002 	11  30.2878 	2002.91312	2452608.78784
  1998  	2002 	12  27.6115 	2002.98798	2452636.11153
  1999  	2003 	 1  23.9480 	2003.06287	2452663.44803
  2000  	2003 	 2  20.2892 	2003.13778	2452690.78920
  2001  	2003 	 3  19.6134 	2003.21264	2452718.11340
  2002  	2003 	 4  15.9003 	2003.28740	2452745.40034
  2003  	2003 	 5  13.1431 	2003.36204	2452772.64309
  2004  	2003 	 6   9.3523 	2003.43658	2452799.85230
  2005  	2003 	 7   6.5500 	2003.51110	2452827.05003
  2006  	2003 	 8   2.7593 	2003.58564	2452854.25932
  2007  	2003 	 8  29.9950 	2003.66026	2452881.49500
  2008  	2003 	 9  26.2597 	2003.73496	2452881.49500
  2009  	2003 	10  23.5473 	2003.80972	2452936.04725
  2010  	2003 	11  19.8508 	2003.88452	2452963.35080
  2011  	2003 	12  17.1687 	2003.95937	2452990.66867
  2012  	2004 	 1  13.5004 	2004.03415	2453018.00038
  2013  	2004 	 2   9.8422 	2004.10886	2453045.34219
  2014  	2004 	 3   8.1758 	2004.18354	2453072.67580
  2015  	2004 	 4   4.4791 	2004.25814	2453099.97905
  2016  	2004 	 5   1.7387 	2004.33262	2453127.23866
  2017  	2004 	 5  28.9587 	2004.40699	2453154.45872
  2018  	2004 	 6  25.1580 	2004.48131	2453181.65796
  2019  	2004 	 7  22.3604 	2004.55563	2453208.86036
  2020  	2004 	 8  18.5848 	2004.63001	2453236.08478
  2021  	2004 	 9  14.8387 	2004.70448	2453263.33867
  2022  	2004 	10  12.1184 	2004.77901	2453290.61839
  2023  	2004 	11   8.4163 	2004.85360	2453317.91631
  2024  	2004 	12   5.7285 	2004.92822	2453345.22853
  2025  	2005 	 1   2.0546 	2005.00289	2453372.55456
  2026  	2005 	 1  29.3942 	2005.07779	2453399.89420
  2027  	2005 	 2  25.7336 	2005.15269	2453427.23356
  2028  	2005 	 3  25.0510 	2005.22754	2453454.55095
  2029  	2005 	 4  21.3281 	2005.30227	2453481.82808
  2030  	2005 	 5  18.5619 	2005.37688	2453509.06194
  2031  	2005 	 6  14.7665 	2005.45142	2453536.26650
  2032  	2005 	 7  11.9649 	2005.52593	2453563.46494
  2033  	2005 	 8   8.1792 	2005.60049	2453563.46494
  2034  	2005 	 9   4.4215 	2005.67513	2453617.92146
  2035  	2005 	10   1.6920 	2005.74984	2453645.19196
  2036  	2005 	10  28.9835 	2005.82461	2453672.48351
  2037  	2005 	11  25.2902 	2005.89943	2453699.79019
  2038  	2005 	12  22.6113 	2005.97428	2453727.11133
  2039  	2006 	 1  18.9459 	2006.04917	2453754.44587
  2040  	2006 	 2  15.2877 	2006.12408	2453781.78769
  2041  	2006 	 3  14.6165 	2006.19895	2453809.11648
  2042  	2006 	 4  10.9109 	2006.27373	2453836.41087
  2043  	2006 	 5   8.1610 	2006.34839	2453863.66097
  2044  	2006 	 6   4.3746 	2006.42294	2453890.87462
  2045  	2006 	 7   1.5726 	2006.49746	2453918.07258
  2046  	2006 	 7  28.7785 	2006.57200	2453945.27845
  2047  	2006 	 8  25.0090 	2006.64660	2453972.50899
  2048  	2006 	 9  21.2689 	2006.72128	2453999.76894
  2049  	2006 	10  18.5530 	2006.79604	2454027.05304
  2050  	2006 	11  14.8540 	2006.87083	2454054.35404
  2051  	2006 	12  12.1693 	2006.94567	2454081.66931
  2052  	2007 	 1   8.4986 	2007.02054	2454108.99855
  2053  	2007 	 2   4.8398 	2007.09545	2454136.33976
  2054  	2007 	 3   4.1765 	2007.17035	2454163.67649
  2055  	2007 	 3  31.4865 	2007.24517	2454190.98650
  2056  	2007 	 4  27.7540 	2007.31987	2454218.25404
  2057  	2007 	 5  24.9800 	2007.39447	2454245.47999
  2058  	2007 	 6  21.1811 	2007.46899	2454272.68113
  2059  	2007 	 7  18.3813 	2007.54351	2454299.88127
  2060  	2007 	 8  14.6008 	2007.61808	2454327.10081
  2061  	2007 	 9  10.8494 	2007.69274	2454354.34941
  2062  	2007 	10   8.1250 	2007.76747	2454381.62503
  2063  	2007 	11   4.4202 	2007.84225	2454408.92015
  2064  	2007 	12   1.7299 	2007.91707	2454436.22992
  2065  	2007 	12  29.0545 	2007.99193	2454463.55448
  2066  	2008 	 1  25.3916 	2008.06664	2454490.89163
  2067  	2008 	 2  21.7327 	2008.14135	2454518.23270
  2068  	2008 	 3  20.0557 	2008.21600	2454545.55572
  2069  	2008 	 4  16.3407 	2008.29055	2454572.84073
  2070  	2008 	 5  13.5816 	2008.36498	2454600.08157
  2071  	2008 	 6   9.7896 	2008.43932	2454627.28963
  2072  	2008 	 7   6.9872 	2008.51363	2454654.48723
  2073  	2008 	 8   3.1973 	2008.58797	2454681.69728
  2074  	2008 	 8  30.4342 	2008.66239	2454708.93416
  2075  	2008 	 9  26.7000 	2008.73689	2454736.20001
  2076  	2008 	10  23.9884 	2008.81144	2454763.48839
  2077  	2008 	11  20.2926 	2008.88605	2454790.79264
  2078  	2008 	12  17.6113 	2008.96069	2454818.11125
  2079  	2009 	 1  13.9436 	2009.03546	2454845.44363
  2080  	2009 	 2  10.2856 	2009.11037	2454872.78560
  2081  	2009 	 3   9.6184 	2009.18526	2454900.11843
  2082  	2009 	 4   5.9200 	2009.26005	2454927.42003
  2083  	2009 	 5   3.1778 	2009.33473	2454954.67779
  2084  	2009 	 5  30.3965 	2009.40931	2454981.89652
  2085  	2009 	 6  26.5954 	2009.48382	2455009.09543
  2086  	2009 	 7  23.7984 	2009.55835	2455036.29840
  2087  	2009 	 8  20.0239 	2009.63294	2455063.52395
  2088  	2009 	 9  16.2790 	2009.70761	2455090.77896
  2089  	2009 	10  13.5595 	2009.78235	2455118.05944
  2090  	2009 	11   9.8579 	2009.85714	2455145.35786
  2091  	2009 	12   7.1706 	2009.93197	2455172.67057
  2092  	2010 	 1   3.4972 	2010.00684	2455199.99718
  2093  	2010 	 1  30.8372 	2010.08175	2455227.33719
  2094  	2010 	 2  27.1762 	2010.15665	2455254.67619
  2095  	2010 	 3  26.4924 	2010.23149	2455281.99235
  2096  	2010 	 4  22.7678 	2010.30621	2455309.26778
  2097  	2010 	 5  20.0002 	2010.38082	2455336.50020
  2098  	2010 	 6  16.2041 	2010.45535	2455363.70411
  2099  	2010 	 7  13.4028 	2010.52987	2455390.90284
  2100  	2010 	 8   9.6180 	2010.60443	2455418.11801
  2101  	2010 	 9   5.8614 	2010.67907	2455445.36142
  2102  	2010 	10   3.1328 	2010.75379	2455472.63278
  2103  	2010 	10  30.4249 	2010.82856	2455499.92488
  2104  	2010 	11  26.7320 	2010.90338	2455527.23204
  2105  	2010 	12  24.0538 	2010.97823	2455554.55380
  2106  	2011 	 1  20.3889 	2011.05312	2455581.88890
  2107  	2011 	 2  16.7308 	2011.12803	2455609.23075
  2108  	2011 	 3  16.0587 	2011.20290	2455636.55866
  2109  	2011 	 4  12.3514 	2011.27768	2455636.55866
  2110  	2011 	 5   9.5998 	2011.35233	2455691.09976
  2111  	2011 	 6   5.8123 	2011.42688	2455718.31228
  2112  	2011 	 7   3.0101 	2011.50140	2455745.51006
  2113  	2011 	 7  30.2166 	2011.57594	2455772.71661
  2114  	2011 	 8  26.4483 	2011.65054	2455799.94828
  2115  	2011 	 9  22.7093 	2011.72523	2455827.20929
  2116  	2011 	10  19.9942 	2011.79998	2455854.49419
  2117  	2011 	11  16.2958 	2011.87478	2455881.79579
  2118  	2011 	12  13.6117 	2011.94962	2455909.11169
  2119  	2012 	 1   9.9416 	2012.02443	2455936.44159
  2120  	2012 	 2   6.2830 	2012.09913	2455963.78303
  2121  	2012 	 3   4.6191 	2012.17382	2455991.11912
  2122  	2012 	 3  31.9276 	2012.24844	2456018.42757
  2123  	2012 	 4  28.1932 	2012.32293	2456045.69319
  2124  	2012 	 5  25.4177 	2012.39732	2456072.91767
  2125  	2012 	 6  21.6183 	2012.47163	2456100.11832
  2126  	2012 	 7  18.8190 	2012.54595	2456127.31900
  2127  	2012 	 8  15.0398 	2012.62033	2456154.53976
  2128  	2012 	 9  11.2897 	2012.69478	2456181.78971
  2129  	2012 	10   8.5664 	2012.76931	2456209.06638
  2130  	2012 	11   4.8622 	2012.84389	2456236.36215
  2131  	2012 	12   2.1725 	2012.91850	2456263.67244
  2132  	2012 	12  29.4975 	2012.99316	2456290.99750
  2133  	2013 	 1  25.8349 	2013.06804	2456318.33490
  2134  	2013 	 2  22.1755 	2013.14295	2456345.67546
  2135  	2013 	 3  21.4971 	2013.21780	2456372.99708
  2136  	2013 	 4  17.7802 	2013.29255	2456400.28017
  2137  	2013 	 5  15.0194 	2013.36718	2456427.51934
  2138  	2013 	 6  11.2266 	2013.44172	2456454.72660
  2139  	2013 	 7   8.4245 	2013.51623	2456481.92451
  2140  	2013 	 8   4.6357 	2013.59078	2456509.13571
  2141  	2013 	 8  31.8741 	2013.66541	2456536.37405
  2142  	2013 	 9  28.1411 	2013.74011	2456563.64112
  2143  	2013 	10  25.4303 	2013.81488	2456590.93029
  2144  	2013 	11  21.7350 	2013.88969	2456618.23503
  2145  	2013 	12  19.0541 	2013.96453	2456645.55411
  2146  	2014 	 1  15.3869 	2014.03942	2456672.88689
  2147  	2014 	 2  11.7287 	2014.11433	2456700.22875
  2148  	2014 	 3  11.0606 	2014.18921	2456727.56058
  2149  	2014 	 4   7.3605 	2014.26400	2456754.86045
  2150  	2014 	 5   4.6164 	2014.33868	2456782.11638
  2151  	2014 	 5  31.8339 	2014.41324	2456809.33389
  2152  	2014 	 6  28.0326 	2014.48776	2456836.53259
  2153  	2014 	 7  25.2363 	2014.56229	2456863.73632
  2154  	2014 	 8  21.4631 	2014.63689	2456890.96312
  2155  	2014 	 9  17.7194 	2014.71156	2456918.21937
  2156  	2014 	10  15.0008 	2014.78630	2456945.50076
  2157  	2014 	11  11.2998 	2014.86110	2456972.79978
  2158  	2014 	12   8.6131 	2014.93593	2457000.11307
  2159  	2015 	 1   4.9403 	2015.01080	2457000.11307
  2160  	2015 	 2   1.2806 	2015.08570	2457054.78057
  2161  	2015 	 2  28.6191 	2015.16060	2457082.11906
  2162  	2015 	 3  27.9337 	2015.23543	2457109.43373
  2163  	2015 	 4  24.2072 	2015.31016	2457136.70720
  2164  	2015 	 5  21.4380 	2015.38476	2457163.93795
  2165  	2015 	 6  17.6411 	2015.45929	2457191.14110
  2166  	2015 	 7  14.8401 	2015.53381	2457218.34013
  2167  	2015 	 8  11.0564 	2015.60837	2457245.55638
  2168  	2015 	 9   7.3012 	2015.68302	2457272.80116
  2169  	2015 	10   4.5737 	2015.75774	2457300.07370
  2170  	2015 	10  31.8667 	2015.83251	2457327.36669
  2171  	2015 	11  28.1746 	2015.90733	2457354.67459
  2172  	2015 	12  25.4971 	2015.98218	2457381.99708
  2173         2016   1  21.83216      2016.05567   2457409.332162
  2174         2016   2  18.17298      2016.13052   2457436.672980
  2175         2016   3  16.49895      2016.20534   2457463.998954
  2176         2016   4  12.79020      2016.28006   2457491.290195
  2177         2016   5  10.03731      2016.35465   2457518.537307
  2178         2016   6   6.24827      2016.42915   2457545.748269
  2179         2016   7   3.44516      2016.50361   2457572.945155
  2180         2016   7  30.65267      2016.57810   2457600.152674
  2181         2016   8  26.88647      2016.65267   2457627.386466
  2182         2016   9  23.14890      2016.72731   2457654.648903
  2183         2016  10  20.43396      2016.80201   2457681.933959
  2184         2016  11  16.73570      2016.87676   2457709.235702
  2185         2016  12  14.05269      2016.95155   2457736.552692
  2186         2017   1  10.38478      2017.02638   2457763.884783
  2187         2017   2   6.72589      2017.10123   2457791.225894
  2188         2017   3   6.06024      2017.17607   2457818.560244
  2189         2017   4   2.36703      2017.25083   2457845.867028
  2190         2017   4  29.63148      2017.32548   2457873.131476
  2191         2017   5  26.85455      2017.40001   2457900.354548
  2192         2017   6  23.05385      2017.47448   2457927.553848
  2193         2017   7  20.25464      2017.54895   2457954.754641
  2194         2017   8  16.47715      2017.62348   2457981.977151
  2195         2017   9  12.72881      2017.69809   2458009.228812
  2196         2017  10  10.00589      2017.77277   2458036.505894
  2197         2017  11   6.30153      2017.84751   2458063.801530
  2198         2017  12   3.61249      2017.92228   2458091.112489
  2199         2017  12  30.93891      2017.99709   2458118.438907
  2200         2018   1  27.27783      2018.07194   2458145.777835
  2201         2018   2  23.61724      2018.14680   2458173.117239
  2202         2018   3  22.93718      2018.22159   2458200.437184
  2203         2018   4  19.21910      2018.29629   2458227.719104
  2204         2018   5  16.45709      2018.37086   2458254.957094
  2205         2018   6  12.66283      2018.44535   2458282.162832
  2206         2018   7   9.86009      2018.51981   2458309.360091
  2207         2018   8   6.07244      2018.59431   2458336.572438
  2208         2018   9   2.31265      2018.66889   2458363.812652
  2209         2018   9  29.58062      2018.74355   2458391.080624
  2210         2018  10  26.86966      2018.81826   2458418.369662
  2211         2018  11  23.17469      2018.89302   2458445.674690
  2212         2018  12  20.49506      2018.96782   2458472.995059
  2213         2019   1  16.82995      2019.04266   2458500.329947
  2214         2019   2  13.17124      2019.11751   2458527.671238
  2215         2019   3  12.50136      2019.19234   2458555.001361
  2216         2019   4   8.79979      2019.26708   2458582.299787
  2217         2019   5   6.05455      2019.34170   2458609.554551
  2218         2019   6   2.27052      2019.41621   2458636.770521
  2219         2019   6  29.46799      2019.49067   2458663.967986
  2220         2019   7  26.67215      2019.56515   2458691.172151
  2221         2019   8  22.90082      2019.63970   2458718.400822
  2222         2019   9  19.15856      2019.71433   2458745.658558
  2223         2019  10  16.44019      2019.78902   2458772.940186
  2224         2019  11  12.73924      2019.86376   2458800.239242
  2225         2019  12  10.05352      2019.93854   2458827.55352
